algorithm,graph,timeout,seed,k,epsilon,imbalance,totalPartitionTime,objective,km1,cut,failed
hMetis-K,auto.hgr,no,1,2,0.03,0.0224539101409,780.568,km1,2463,2463,no
hMetis-K,auto.hgr,no,2,2,0.03,0.024791438636,782.42,km1,2447,2447,no
hMetis-K,auto.hgr,no,3,2,0.03,0.0244595747557,795.157,km1,2512,2512,no
hMetis-K,auto.hgr,no,4,2,0.03,0.0243201919259,791.9,km1,2449,2449,no
hMetis-K,auto.hgr,no,5,2,0.03,0.00710369720498,795.49,km1,2528,2528,no
hMetis-K,auto.hgr,no,1,4,0.03,0.00630541372565,799.546,km1,7231,7199,no
hMetis-K,auto.hgr,no,2,4,0.03,0.0228527501861,795.011,km1,6983,6961,no
hMetis-K,auto.hgr,no,3,4,0.03,0.0129945827747,808.807,km1,7038,7009,no
hMetis-K,auto.hgr,no,4,4,0.03,0.0226210488588,812.4,km1,7029,7005,no
hMetis-K,auto.hgr,no,5,4,0.03,0.0236371557214,814.019,km1,6825,6790,no
hMetis-K,auto.hgr,no,1,8,0.03,0.0210847953428,827.007,km1,12013,11899,no
hMetis-K,auto.hgr,no,2,8,0.03,0.0245482432958,817.116,km1,11769,11639,no
hMetis-K,auto.hgr,no,3,8,0.03,0.0206527694309,822.098,km1,11855,11738,no
hMetis-K,auto.hgr,no,4,8,0.03,0.024345504879,805.419,km1,11912,11802,no
hMetis-K,auto.hgr,no,5,8,0.03,0.0190043130185,818.301,km1,11890,11769,no
hMetis-K,auto.hgr,no,1,16,0.03,0.0173534011701,819.766,km1,20346,20007,no
hMetis-K,auto.hgr,no,2,16,0.03,0.016368674094,848.824,km1,20809,20472,no
hMetis-K,auto.hgr,no,3,16,0.03,0.0237348187909,838.164,km1,20165,19843,no
hMetis-K,auto.hgr,no,4,16,0.03,0.0177637041185,848.272,km1,20064,19758,no
hMetis-K,auto.hgr,no,5,16,0.03,0.0216881311425,851.243,km1,20141,19846,no
hMetis-K,auto.hgr,no,1,32,0.03,0.0197138498967,892.23,km1,31456,30801,no
hMetis-K,auto.hgr,no,2,32,0.03,0.0148771021992,880.826,km1,31148,30409,no
hMetis-K,auto.hgr,no,3,32,0.03,0.0126276766234,894.837,km1,31726,30993,no
hMetis-K,auto.hgr,no,4,32,0.03,0.0106968392192,885.598,km1,31564,30844,no
hMetis-K,auto.hgr,no,5,32,0.03,0.0173871908247,893.609,km1,31554,30811,no
hMetis-K,auto.hgr,no,1,64,0.03,0.012473209631,948.11,km1,45534,43996,no
hMetis-K,auto.hgr,no,2,64,0.03,0.0099245042575,935.154,km1,45735,44247,no
hMetis-K,auto.hgr,no,3,64,0.03,0.0107547643413,943.691,km1,45506,43994,no
hMetis-K,auto.hgr,no,4,64,0.03,0.0127821436157,946.222,km1,45480,44015,no
hMetis-K,auto.hgr,no,5,64,0.03,0.0182850302176,955.018,km1,45371,43872,no
hMetis-K,auto.hgr,no,1,128,0.03,0.012125424776,1038.634,km1,63084,60228,no
hMetis-K,auto.hgr,no,2,128,0.03,0.0107738646895,1039.527,km1,63246,60346,no
hMetis-K,auto.hgr,no,3,128,0.03,0.00915199258573,1037.87,km1,62925,60022,no
hMetis-K,auto.hgr,no,4,128,0.03,0.0070281124498,1026.244,km1,62769,59951,no
