"graph","k","seed","epsilon","km1","imbalance","totalPartitionTime","failed","timeout","algorithm","objective","cut"
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",64,2,0.03,321341,0.03,1026.47,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",64,3,0.03,320439,0.03,1029.93,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",64,4,0.03,320951,0.03,1024.5,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",64,5,0.03,322522,0.03,1027.55,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",64,6,0.03,320841,0.03,1031.29,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",64,7,0.03,321120,0.03,1029.64,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",64,8,0.03,321248,0.03,1030.06,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",64,9,0.03,321350,0.03,1023.01,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",64,10,0.03,321407,0.03,1035.21,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",128,1,0.03,528976,0.03,1162.83,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",128,2,0.03,530620,0.03,1165.91,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",128,3,0.03,531529,0.03,1171.28,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",128,4,0.03,532617,0.03,1159.99,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",128,5,0.03,531607,0.03,1181.78,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",128,6,0.03,531639,0.03,1212.01,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",128,7,0.03,531807,0.03,1167.7,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",128,8,0.03,530152,0.03,1174.31,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",128,9,0.03,526869,0.03,1164.21,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-p30_3.085-SAT.cnf.primal.hgr",128,10,0.03,531406,0.03,1183.47,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",2,1,0.03,615,0.029,31.57,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",2,2,0.03,578,0.027,31.62,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",2,3,0.03,614,0.028,32.14,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",2,4,0.03,714,0.028,31.36,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",2,5,0.03,548,0.029,33.33,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",2,6,0.03,907,0.025,32.46,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",2,7,0.03,539,0.03,33.67,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",2,8,0.03,576,0.029,34.25,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",2,9,0.03,342,0.03,33.68,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",2,10,0.03,794,0.028,31.93,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",4,1,0.03,2707,0.03,65.24,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",4,2,0.03,3073,0.03,65.68,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",4,3,0.03,2790,0.024,61.83,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",4,4,0.03,2648,0.03,63.48,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",4,5,0.03,2597,0.028,63.47,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",4,6,0.03,2908,0.027,63.01,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",4,7,0.03,2682,0.027,62.03,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",4,8,0.03,2360,0.026,67.41,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",4,9,0.03,2808,0.03,63.3,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",4,10,0.03,2527,0.03,62.65,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",8,1,0.03,4666,0.026,96.07,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",8,2,0.03,4248,0.03,93.7,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",8,3,0.03,4514,0.03,95.89,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",8,4,0.03,4421,0.03,95.77,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",8,5,0.03,3879,0.027,95.6,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",8,6,0.03,4553,0.03,94.56,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",8,7,0.03,4457,0.03,94.63,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",8,8,0.03,4058,0.03,99.63,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",8,9,0.03,4890,0.03,93.8,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",8,10,0.03,4771,0.03,94.39,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",16,1,0.03,12679,0.03,127.04,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",16,2,0.03,12404,0.03,126.05,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",16,3,0.03,12993,0.03,124.66,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",16,4,0.03,12691,0.03,125.8,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",16,5,0.03,13019,0.03,126.81,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",16,6,0.03,12435,0.03,126.93,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",16,7,0.03,13128,0.03,124.39,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",16,8,0.03,12645,0.03,130.57,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",16,9,0.03,12868,0.03,126.55,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",16,10,0.03,13135,0.03,125.8,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",32,1,0.03,22285,0.03,161.69,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",32,2,0.03,22257,0.03,159.45,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",32,3,0.03,21896,0.03,158.59,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",32,4,0.03,22968,0.03,160.91,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",32,5,0.03,22568,0.03,159.95,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",32,6,0.03,22013,0.03,161.17,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",32,7,0.03,22666,0.03,159.59,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",32,8,0.03,22598,0.03,163.3,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",32,9,0.03,22452,0.03,160.03,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",32,10,0.03,22578,0.03,160.91,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",64,1,0.03,39231,0.03,195.32,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",64,2,0.03,39559,0.03,192.05,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",64,3,0.03,39154,0.03,193.14,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",64,4,0.03,39122,0.03,191.53,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",64,5,0.03,39736,0.03,193.09,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",64,6,0.03,39497,0.03,191.51,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",64,7,0.03,39545,0.03,193.05,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",64,8,0.03,39319,0.03,195.19,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",64,9,0.03,39115,0.03,191.45,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",64,10,0.03,39522,0.03,190.72,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",128,1,0.03,51811,0.03,221.22,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",128,2,0.03,51328,0.03,220.09,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",128,3,0.03,51908,0.03,222.7,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",128,4,0.03,52287,0.03,223.94,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",128,5,0.03,51703,0.03,223.11,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",128,6,0.03,51653,0.03,223.88,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",128,7,0.03,51618,0.03,222.35,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",128,8,0.03,51436,0.03,224.79,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",128,9,0.03,51324,0.03,220.71,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.dual.hgr",128,10,0.03,52125,0.03,220.4,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",2,1,0.03,3234,0.019,45.78,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",2,2,0.03,3244,0.017,43.26,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",2,3,0.03,3219,0.012,44.07,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",2,4,0.03,3225,0.017,40.92,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",2,5,0.03,3805,0.025,38.61,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",2,6,0.03,3549,0.03,43.45,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",2,7,0.03,3218,0.013,45.4,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",2,8,0.03,3234,0.018,42.2,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",2,9,0.03,3231,0.015,43.57,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",2,10,0.03,3221,0.013,40.09,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",4,1,0.03,9804,0.029,79.54,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",4,2,0.03,10821,0.03,78.55,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",4,3,0.03,9788,0.03,79.21,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",4,4,0.03,10703,0.03,72.71,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",4,5,0.03,9712,0.03,73.46,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",4,6,0.03,10558,0.029,80.39,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",4,7,0.03,10610,0.03,80.37,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",4,8,0.03,10810,0.03,78.11,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",4,9,0.03,9908,0.021,78.03,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",4,10,0.03,10189,0.03,73.63,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",8,1,0.03,23856,0.03,116.67,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",8,2,0.03,24761,0.03,114.56,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",8,3,0.03,23306,0.03,114.16,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",8,4,0.03,24149,0.03,106.89,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",8,5,0.03,24007,0.03,111.13,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",8,6,0.03,24539,0.03,117.22,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",8,7,0.03,24273,0.029,112.23,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",8,8,0.03,23392,0.03,115.6,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",8,9,0.03,23080,0.03,116.51,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",8,10,0.03,23902,0.03,108.8,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",16,1,0.03,52031,0.03,150.8,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",16,2,0.03,48320,0.03,149.11,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",16,3,0.03,51934,0.03,147.89,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",16,4,0.03,47824,0.03,141.49,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",16,5,0.03,48877,0.03,145.46,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",16,6,0.03,51238,0.03,153.39,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",16,7,0.03,48582,0.03,152.7,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",16,8,0.03,51385,0.03,150.71,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",16,9,0.03,48988,0.03,145.74,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",16,10,0.03,50040,0.03,145.29,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",32,1,0.03,83714,0.03,183.73,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",32,2,0.03,83608,0.03,179.46,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",32,3,0.03,82701,0.03,174.13,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",32,4,0.03,84162,0.03,178.38,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",32,5,0.03,83230,0.03,176.58,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",32,6,0.03,83922,0.03,182.07,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",32,7,0.03,86395,0.03,180.84,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",32,8,0.03,83854,0.03,177.97,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",32,9,0.03,84581,0.03,179.99,"no","no","Zoltan-AlgD","km1",0
"sat14_openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.hgr",32,10,0.03,84969,0.03,176.24,"no","no","Zoltan-AlgD","km1",0
