algorithm,graph,timeout,seed,k,epsilon,num_threads,imbalance,totalPartitionTime,objective,km1,cut,failed
KaHyPar-R,as-22july06.graph.hgr,no,3,64,0.03,1,0.0278552,6.87811,km1,20205,20205,no
KaHyPar-R,as-22july06.graph.hgr,no,4,64,0.03,1,0.0278552,6.8793,km1,20205,20205,no
KaHyPar-R,as-22july06.graph.hgr,no,5,64,0.03,1,0.0278552,7.36835,km1,20205,20205,no
KaHyPar-R,as-22july06.graph.hgr,no,6,64,0.03,1,0.0278552,9.94149,km1,20205,20205,no
KaHyPar-R,as-22july06.graph.hgr,no,7,64,0.03,1,0.0278552,6.90705,km1,20205,20205,no
KaHyPar-R,as-22july06.graph.hgr,no,8,64,0.03,1,0.0278552,9.81755,km1,20205,20205,no
KaHyPar-R,as-22july06.graph.hgr,no,9,64,0.03,1,0.0278552,6.89781,km1,20205,20205,no
KaHyPar-R,as-22july06.graph.hgr,no,10,8,0.03,1,0.0299547,3.80001,km1,11169,11169,no
KaHyPar-R,as-22july06.graph.hgr,no,1,8,0.03,1,0.0299547,3.80606,km1,11169,11169,no
KaHyPar-R,as-22july06.graph.hgr,no,2,8,0.03,1,0.0299547,3.81752,km1,11169,11169,no
KaHyPar-R,as-22july06.graph.hgr,no,3,8,0.03,1,0.0299547,3.8221,km1,11169,11169,no
KaHyPar-R,as-22july06.graph.hgr,no,4,8,0.03,1,0.0299547,3.7847,km1,11169,11169,no
KaHyPar-R,as-22july06.graph.hgr,no,5,8,0.03,1,0.0299547,3.85619,km1,11169,11169,no
KaHyPar-R,as-22july06.graph.hgr,no,6,8,0.03,1,0.0299547,3.7902,km1,11169,11169,no
KaHyPar-R,as-22july06.graph.hgr,no,7,8,0.03,1,0.0299547,3.70234,km1,11169,11169,no
KaHyPar-R,as-22july06.graph.hgr,no,8,8,0.03,1,0.0299547,3.77331,km1,11169,11169,no
KaHyPar-R,as-22july06.graph.hgr,no,9,8,0.03,1,0.0299547,3.74154,km1,11169,11169,no
KaHyPar-R,as-skitter.graph.hgr,no,10,128,0.03,1,0.0299815,1347.61,km1,1990091,1990091,no
